Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
135,1,0.72,Female,21,West,New Mexico,Urban,Woman,,Bisexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,3,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,Not sure,Make sure you have a plan and you're prepared because you never know.,Rent,Living with partner,"$15,000-$19,999",Regular High School Diploma,"Native American, Alaska Native, Aleutian",No,No,Yes,No,No,No,No,No,About half of it,Under 6 only,1
136,1,0.49,Female,33,Northeast,Pennsylvania,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Very concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,Yes,No,No,Yes,No,No,,No,No,Yes,Yes,Ensure your pet has enough food and supplies to last at least 2 weeks.,Own a house,"Single, never married","$50,000-$54,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
137,1,0.94,Male,35,South,Georgia,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,5,1,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,Keep leashes handy.,Own a house,"Single, never married","$45,000-$49,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),Yes,Yes,No,No,No,No,No,No,About half of it,None Under 18,0
139,1,1.09,Female,33,South,Georgia,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,2,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,No,Yes,No,Yes,"Make a plan, dont wait until the last minute",Own a house,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,6-12 Only,2
141,1,1.82,Male,30,Northeast,Pennsylvania,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,Make sure you have enough food,Own a house,Married,"$45,000-$49,999",Regular High School Diploma,Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,None Under 18,0
142,1,1.08,Male,48,Midwest,Michigan,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,Yes,No,No,Very concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,STAY CLAM,Own a house,Divorced or separated,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
143,1,0.6,Male,71,South,Oklahoma,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat not prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,Yes,No,No,No,,No,Yes,No,No,Have a plan to protect not only individuals in a house but also pets living there.,Own a house,Married,"$45,000-$49,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
144,1,0.51,Male,47,Midwest,Indiana,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat not prepared,Yes,1-3 day,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,,2,,,,Yes,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,No,You know where your pets are,Rent,Married,"$45,000-$49,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,6-12 and 13-17,2
145,1,0.51,Male,39,Midwest,Illinois,Urban,Man,,Bisexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,7,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Don't forget your animals.,Rent,Married,"$35,000-$39,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
146,1,0.44,Male,37,Northeast,Pennsylvania,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,2,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Make sure you are stocked up on pet supplies,Live with parents/relatives,"Single, never married","$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
147,1,0.69,Female,61,Midwest,Missouri,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,Yes,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,make sure you pet has chip in her,Own a house,Married,"$55,000-$59,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
148,1,0.81,Male,26,South,Kentucky,Rural,Nonbinary/Genderqueer/Agender,,Queer,,No,Yes,No,Yes,No,Yes,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,2,0,0,0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,"Have carriers ready and if your animals aren't trained to come when called or to hold still in your arms, work on those things NOW.",Rent,Living with partner,"$5,000-$9,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
149,1,1.4,Male,31,South,Virginia,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,Yes,more than two weeks,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Dont leave your animals outside,Rent,"Single, never married","$125,000-$149,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
150,1,0.6,Male,56,South,Texas,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,1,,,,Yes,No,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,take your pet.............,Live with parents/relatives,Divorced or separated,"$45,000-$49,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
151,1,1.34,Male,31,South,Georgia,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Keep your pets happy,Rent,"Single, never married","$30,000-$34,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,Under 6 only,1
152,1,2.95,Male,33,West,Arizona,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Very prepared,Yes,4-7 days,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,3,3,,,,Yes,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,Yes,Plan ahead,Own a house,"Single, never married","$80,000-$89,999",Regular High School Diploma,Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,Almost all of it,None Under 18,0
153,1,0.99,Female,40,South,Virginia,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,Yes,No,No,No,No,No,No,No,,No,Yes,No,Yes,Dunno,Own a house,Married,"$100,000-$124,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,1
154,1,0.99,Female,50,Northeast,New York,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,Yes,No,No,Keep a plan in a special box,Own a house,Married,"$100,000-$124,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
156,1,0.47,Male,35,South,Texas,Rural,Man,,Straight/heterosexual,,Yes,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Very prepared,Yes,more than two weeks,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,4,1,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,Just be prepared!!,Own a house,Living with partner,"$25,000-$29,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,Under 6 and 6-12,3
157,1,0.63,Female,20,South,South Carolina,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,No,Yes,No,"Don't forget them at home. If you truly care about your pets, don't leave them behind during a disaster.",Own a house,"Single, never married","$15,000-$19,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
159,1,0.63,Male,26,Northeast,Connecticut,Rural,Man,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,No,1,,,,,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,Yes,No,Yes,Love animals,Rent,"Single, never married","$60,000-$64,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
160,1,1.54,Male,47,West,Hawaii,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,No,Yes,No,No,put her into backpack,Own a condo/co-op,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,About half of it,13-17 Only,1
161,1,0.47,Male,43,Northeast,Massachusetts,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,make sure you have ample water for your pets,Rent,Divorced or separated,"$30,000-$34,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
162,1,1.42,Female,61,Northeast,Massachusetts,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,2,,,,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,Yes,No,Not sure,not sure,Rent,Married,"$80,000-$89,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
163,1,1.08,Male,54,Northeast,New Hampshire,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,3,0,1,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,Keep 2 weeks of food for them in stock,Own a house,Married,"$125,000-$149,999","Associate's degree (AA, AS, etc.)","Native American, Alaska Native, Aleutian",Yes,No,Yes,No,No,No,No,No,All of it,None Under 18,0
168,1,0.48,Female,49,Midwest,Ohio,Suburban,Woman,,Lesbian,,No,Yes,No,No,No,No,No,No,No,Not concerned at all,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,2,1,,,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Yes,No,No,Yes,Don’t leave them,Own a house,Divorced or separated,"$50,000-$54,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
170,1,1.09,Female,31,Northeast,New Jersey,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,2,,,,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,Keep emergency supplies organized and on hand.,Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
171,1,1.42,Female,64,Northeast,Connecticut,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,have an emergency kit available for your pet,Own a house,Married,"$200,000-$249,999","Doctorate degree (PhD, EdD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
175,1,0.44,Male,37,Northeast,New York,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,2,3,0,0,0,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,he takes them to me in a pet carrier,Own a house,Married,"$70,000-$74,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,Under 6 only,1
176,1,0.69,Female,55,Midwest,Illinois,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,None,Own a condo/co-op,Living with partner,"$70,000-$74,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
178,1,0.57,Male,47,South,Alabama,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,8,6,0,0,0,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,No,No,Yes,Yes,quit leaving pets behind,Other,"Single, never married","Less than $5,000","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
179,1,0.99,Female,44,Northeast,New Hampshire,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,1,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,My employer has a plan to house pets during a disaster.,Yes,No,No,Yes,Make sure your pets are micro-chipped and that the chips are registered with your current information.,Rent,"Single, never married","$80,000-$89,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
180,1,2.22,Male,33,South,Texas,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,Yes,He is part of the family.,Own a house,Living with partner,"$20,000-$24,999",Regular High School Diploma,Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,None Under 18,0
183,1,0.98,Female,52,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,I can't. I myself am not sure what i would do in that situation.,Rent,"Single, never married","$25,000-$29,999","Bachelor's degree (BA, BS, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
184,1,0.66,Female,64,West,Colorado,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,1,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,No,No,"Have plenty of food and water available, along with a crate",Own a house,Married,"$55,000-$59,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
185,1,0.63,Male,29,Northeast,New York,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,No,Nope,Rent,Living with partner,"$50,000-$54,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
188,1,0.99,Female,46,South,Texas,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,1,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,Yes,I don’t know,Own a house,Married,"$125,000-$149,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
191,1,2.22,Male,18,South,Louisiana,Suburban,Multiple Genders,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,Yes,Take them with you,Other,"Single, never married","Less than $5,000",Grade 9 to 11,Hispanic or Latino (all other races/multiple races),Yes,Yes,Yes,No,No,Yes,No,Yes,None,None Under 18,0
193,1,1.63,Male,22,South,North Carolina,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,None,Rent,"Single, never married","Less than $5,000","Some college credit, but less than 1 year",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
195,1,0.44,Female,47,Northeast,Massachusetts,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,4,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,Yes,"Have an ER Evacuation in place with at least 2 weeks of food, water, and medication.",Own a house,Divorced or separated,"$60,000-$64,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
200,1,0.44,Female,51,Northeast,New York,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,1,1,0,0,0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,Yes,No,Yes,"Be sure to have food, litter, and carriers accessible.",Own a house,Married,"$65,000-$69,999","Doctorate degree (PhD, EdD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
201,1,0.53,Female,34,Midwest,Ohio,Rural,Woman,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,Not sure,I don’t know,Own a house,Married,"$65,000-$69,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,Under 6 only,1
202,1,0.94,Female,61,West,Washington,Rural,Woman,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,3,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,Yes,do NOT leave them behind.....they trust you and expect you to care for them,Own a house,Widowed,"$10,000-$14,999","Bachelor's degree (BA, BS, etc.)",Other,No,No,No,No,No,Yes,No,No,All of it,None Under 18,0
206,1,0.44,Female,40,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,Yes,Yes,No,No,No,No,No,Somewhat concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,,Yes,No,No,Yes,One of the best things would be bring a crate so you're always have a secure spot to place your animal,Rent,Living with partner,"$55,000-$59,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
207,1,0.69,Female,28,Northeast,Connecticut,Urban,Man,,Other:,Tt,No,No,No,No,No,No,Yes,Yes,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,None,Live with parents/relatives,Divorced or separated,"$10,000-$14,999","Professional degree (MD, DDS, JD, etc.)",Prefer not to answer,No,No,No,No,No,No,Yes,No,None,None Under 18,0
208,1,0.66,Male,34,South,Florida,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,,1,,,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,Yes,Olán ahead,Own a house,"Single, never married","$35,000-$39,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
209,1,1.63,Male,26,Northeast,New York,Suburban,Other:,Demigod,Straight/heterosexual,,Yes,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Nope,Rent,"Single, never married","$20,000-$24,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
